,Unnamed: 0,date,image_url,news_url,sentiment,source_name,text,tickers,title,topics,type
53,53,"Thu, 31 Dec 2020 07:44:52 -0500",https://cdn.snapi.dev/images/v1/h/e/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5970362fgettyimages-1171268236jpgw700opresize.jpg,https://investorplace.com/2020/12/3-machine-learning-stocks-for-a-touchless-society/,Positive,InvestorPlace,The technological advancements of 2020 have put machine learning stocks in the spotlight. Here are the top 3 stocks investors should consider buying today.,"['AMZN', 'DOCU', 'MSFT']",3 Machine Learning Stocks for a Touchless Society,[],Article
54,54,"Thu, 31 Dec 2020 07:00:00 -0500",https://cdn.snapi.dev/images/v1/z/l/press6---2auiyrfken.jpg,https://www.accesswire.com/viewarticle.aspx?id=622735,Neutral,Accesswire,"EDMONTON, AB / ACCESSWIRE / December 31, 2020 / OneSoft Solutions Inc. (the ""Company"" or ""OneSoft"") (TSXV:OSS)(OTCQB:OSSIF) announced that it has renewed the appointment of Sophic Capital Inc. (""Sophic Capital"") as its Capital Markets Advisory firm. As part of the contract renewal, Sophic Capital will continue to manage OneSoft's investor relations activities, focusing on increasing investor awareness of OneSoft by advancing its communications strategy with shareholders, investors, investment dealers and other financial professionals.","['MSFT', 'OSSIF']",OneSoft Solutions Renews Engagement of Sophic Capital for Capital Markets Advisory Services,['PressRelease'],Article
55,55,"Thu, 31 Dec 2020 06:19:00 -0500",https://cdn.snapi.dev/images/v1/9/5/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5484282fgettyimages-1145589623jpgw700opresize.jpg,https://www.fool.com/investing/2020/12/31/3-top-cloud-computing-stocks-to-buy-for-2021/,Positive,The Motley Fool,Here are compelling investments in a hot industry.,"['CRM', 'MSFT', 'CRWD']",3 Top Cloud Computing Stocks to Buy in 2021,[],Article
56,56,"Wed, 30 Dec 2020 17:18:04 -0500",https://cdn.snapi.dev/images/v1/t/9/computer-electronic38.jpg,https://www.zacks.com/stock/news/1237048/3-blue-chip-tech-stocks-to-buy-and-hold-for-2021,Positive,Zacks Investment Research,"One of the best ways for longer-term investors to build a stronger portfolio is with proven, large-cap companies that provide exposure to growth industries.","['MSFT', 'NVDA', 'CRM']",3 Blue Chip Tech Stocks to Buy and Hold for 2021,[],Article
57,57,"Wed, 30 Dec 2020 17:00:20 -0500",https://cdn.snapi.dev/images/v1/b/k/fjhgtr2-1.jpg,https://investorplace.com/2020/12/3-mega-cap-stocks-to-tackle-the-sp-500/,Positive,InvestorPlace,"The S&P 500's top mega-cap stocks are ready to kick off the new year with a big-time wins for bullish investors The post 3 Mega-Cap Stocks to Tackle the S&P 500 appeared first on InvestorPlace. More From InvestorPlace Why Everyone Is Investing in 5G All WRONG Top Stock Picker Reveals His Next 1,000% Winner Radical New Battery Could Dismantle Oil Markets","['AAPL', 'AMZN', 'MSFT']",3 Mega-Cap Stocks to Tackle the S&P 500,[],Article
58,58,"Wed, 30 Dec 2020 10:27:39 -0500",https://cdn.snapi.dev/images/v1/m/i/microsoft-could-soar-16-on-unparalleled-cloud-dominance-and-continued-work-from-home-says-wedbush-senior-tech-analyst.jpg,https://www.businessinsider.com/microsoft-stock-price-unparalleled-cloud-dominance-wedbush-market-wfh-trends-2020-12,Positive,Business Insider,"Microsoft is at the helm of the ""transformational secular trend"" that is cloud computing, said Wedbush's Dan Ives. The senior equity research analyst who covers the technology sector sees the stock hitting $260 in the next year, a 16% upside from current levels, and he has an ""outperform"" rating for Microsoft. ",['MSFT'],"Microsoft could soar 16% on 'unparalleled' cloud dominance and continued work-from-home, says Wedbush senior tech analyst",['paylimitwall'],Article
59,59,"Wed, 30 Dec 2020 09:47:06 -0500",https://cdn.snapi.dev/images/v1/v/c/software50.jpg,https://www.zacks.com/stock/news/1235184/these-4-work-from-home-stocks-should-keep-soaring-in-2021,Positive,Zacks Investment Research,"Here we discuss four stocks -- DBX, CRWD, DOCU & MSFT -- that have benefited from the work-from-home trend and are well-poised to gain from the solid prospects of continued remote working.","['CRWD', 'DBX', 'DOCU', 'MSFT']",These 4 Work-from-Home Stocks Should Keep Soaring in 2021,[],Article
60,60,"Wed, 30 Dec 2020 07:14:08 -0500",https://cdn.snapi.dev/images/v1/m/t/s2ikff.jpg,https://www.marketwatch.com/story/microsoft-will-likely-beat-street-views-in-december-quarter-as-pandemic-accelerates-shift-to-cloud-wedbush-2020-12-30,Positive,Market Watch,"Microsoft Inc. is likely to again exceed earnings expectations for its December quarter, as the current work-from-home environment is accelerating the shift to cloud, Wedbush analyst Dan Ives wrote in a Wednesday note. ""While we have seen the momentum of this backdrop in the last few quarters, we believe deal flow looks strong heading into the rest of FY21 as we estimate that Microsoft is still only ~35% through penetrating its unparalleled installed base on the cloud transition,"" Ives wrote.",['MSFT'],Microsoft will likely beat Street views in December quarter as pandemic accelerates shift to cloud: Wedbush,['paylimitwall'],Article
61,61,"Tue, 29 Dec 2020 15:43:45 -0500",https://cdn.snapi.dev/images/v1/g/5/mi8-3.jpg,https://seekingalpha.com/article/4396649-microsoft-why-is-still-largest-position-after-240-gain,Positive,Seeking Alpha,Microsoft: Why It Is Still My Largest Position After A 240% Gain,['MSFT'],Microsoft: Why It Is Still My Largest Position After A 240% Gain,[],Article
62,62,"Tue, 29 Dec 2020 11:35:38 -0500",https://cdn.snapi.dev/images/v1/j/3/106628197-1609254437664-app.jpg,https://www.cnbc.com/2020/12/29/apple-amazon-microsoft-stick-with-the-winners-traders-say.html,Positive,CNBC,"It's hard to argue with Apple, Amazon and Microsoft's success after the three accounted for more than half of the S&P 500's gains this year, two traders say.","['AAPL', 'AMZN', 'MSFT']","Stick with winners Apple, Amazon, Microsoft as they drive the market to records, two traders say",[],Article
63,63,"Tue, 29 Dec 2020 08:29:48 -0500",https://cdn.snapi.dev/images/v1/s/t/stocks1---al8rklusym.jpg,https://247wallst.com/investing/2020/12/29/apple-boeing-nike-airbnb-doordash-and-more-analyst-picks-to-buy-into-2021/,Positive,24/7 Wall Street,"This has been the year of the virus, and like all bad things, it must come to an end.","['AAPL', 'ABNB', 'BA', 'DASH', 'NKE', 'CMG', 'MSFT', 'TWTR', 'WMT']","Apple, Boeing, Nike, Airbnb, DoorDash and More Analyst Picks to Buy Into 2021",[],Article
64,64,"Mon, 28 Dec 2020 12:56:52 -0500",https://cdn.snapi.dev/images/v1/u/r/fjhgtr2-1.jpg,https://247wallst.com/investing/2020/12/28/the-5-top-performing-dow-stocks-of-2020/,Positive,24/7 Wall Street,"With less than a week left in 2020, it is a safe bet that the technology sector is going to be the year's big winner.","['AAPL', 'CRM', 'HD', 'MSFT', 'NKE']",The 5 Top-Performing Dow Stocks of 2020,[],Article
65,65,"Mon, 28 Dec 2020 12:32:29 -0500",https://cdn.snapi.dev/images/v1/a/i/ai-models-rate-this-weeks-top-trending-stocks.jpg,https://www.forbes.com/sites/qai/2021/12/28/ai-models-rate-this-weeks-top-trending-stocks/,Positive,Forbes,"There is certainly a light at the end of the tunnel with this pandemic, and more optimism with this stimulus. Among all the news and data spurring on the markets, our deep learning algorithms have used Artificial Intelligence technology to rate the Top Trending Stocks for this week.","['FB', 'MSFT', 'NVDA']",AI Models Rate This Week's Top Trending Stocks,[],Article
66,66,"Mon, 28 Dec 2020 11:17:07 -0500",https://cdn.snapi.dev/images/v1/t/g/se2jn4-1.jpg,https://www.zacks.com/stock/news/1225260/top-5-dow-stocks-that-helped-the-index-gain-in-2020,Positive,Zacks Investment Research,"Despite COVID- induced uncertainties, Microsoft (MSFT), Goldman Sachs (GS), NIKE (NKE), Walmart (WMT) and Caterpillar (CAT) scale the Dow index in 2020 and are likely to outshine their rivals in 2021 on the back of healthy dynamics.","['CAT', 'GS', 'MSFT', 'NKE', 'WMT']",Top 5 Dow Stocks That Helped the Index Gain in 2020,[],Article
67,67,"Mon, 28 Dec 2020 10:32:14 -0500",https://cdn.snapi.dev/images/v1/4/z/microsoft-6.jpg,https://www.zacks.com/stock/news/1225124/here-is-why-microsoft-msft-is-the-best-faamg-stock-for-2021,Positive,Zacks Investment Research,"Microsoft (MSFT) had a particularly good run this year, driven by remote work and stay at home trends. The stock is well poised to rally in 2021 on solid growth prospects.",['MSFT'],Here is Why Microsoft (MSFT) is the Best FAAMG Stock for 2021,[],Article
68,68,"Mon, 28 Dec 2020 09:49:58 -0500",https://cdn.snapi.dev/images/v1/m/q/big-tech-regulatory-crackdowns-are-more-of-a-sideshow-for-investors-analyst-says.jpg,https://www.youtube.com/watch?v=W2i_Hm6v-xk,Positive,CNBC Television,"Shares of Chinese tech giant Alibaba in Hong Kong were in the spotlight once again on Monday, after Chinese regulators ordered Alibaba-affiliate Ant Group to rectify its businesses. In the United States, investors continue to monitor the sweeping antitrust lawsuit against Facebook, filed by the Federal Trade Commission and a coalition of attorneys general from 48 states and territories earlier in December.","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT']","Big Tech regulatory crackdowns are more of a 'sideshow' for investors, analyst says",[],Video
69,69,"Sun, 27 Dec 2020 14:30:00 -0500",https://cdn.snapi.dev/images/v1/w/g/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f6058882fare-you-diversified-written-in-a-notebookjpgw700opresize.jpg,https://www.fool.com/investing/2020/12/27/2-perfect-stocks-for-low-risk-investors-in-2021/,Positive,The Motley Fool,"These companies are in different industries, pay dividends, and their businesses have continued to do well this year despite the coronavirus pandemic.","['ABT', 'MSFT']",2 Perfect Stocks For Low-Risk Investors in 2021,[],Article
70,70,"Sun, 27 Dec 2020 14:29:48 -0500",https://cdn.snapi.dev/images/v1/w/i/will-these-three-stocks-lead-the-market-in-2021.jpg,https://www.forbes.com/sites/tomaspray/2021/12/27/will-these-three-stocks-lead-the-market-in-2021/,Neutral,Forbes,"As 2020 draws to a close the fact that just three stocks had an outsized contribution to the S&P 500 performance is a concern to some veteran analysts. The Viper Report's Tom Aspray takes a technical look at IWM, SPY, and these three key stocks.","['AAPL', 'AMZN', 'MSFT']",Will These Three Stocks Lead The Market In 2021?,[],Article
71,71,"Sun, 27 Dec 2020 09:39:22 -0500",https://cdn.snapi.dev/images/v1/8/h/105833497-1554397047056gettyimages-961835718530x298---zdl8gdk3he.jpeg,https://pulse2.com/msft-stock-price-nasdaq-microsoft-target-increase-from-229-to-272-by-citi/,Positive,Pulse2,The stock price of Microsoft Corporation (NASDAQ: MSFT) has received a target increase from $229 to $272 by Citi. These are the details.,['MSFT'],MSFT Stock Price: Target Increase From $229 To $272 By Citi,[],Article
72,72,"Sat, 26 Dec 2020 09:13:29 -0500",https://cdn.snapi.dev/images/v1/e/g/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5514672fwoman-looking-at-laptopjpgw700opresize.jpg,https://seekingalpha.com/article/4396247-forget-faang-time-to-scale-mt-saas,Positive,Seeking Alpha,"Technology experts at Bessemer Venture Partners have released a new report detailing why the FAANG stocks, that so aptly portrayed technology market leadership over the last decade, are facing a potential trend change. Byron Deeter and Mary D'Onofrio believe the FAANG stocks' best growth years are behind them, raising serious questions about the future of the group's premier status.","['ADBE', 'AMZN', 'CRM', 'MSFT', 'SHOP', 'TWLO']",Forget FAANG. It's Time To Scale MT SAAS,[],Article
73,73,"Sat, 26 Dec 2020 07:30:00 -0500",https://cdn.snapi.dev/images/v1/a/m/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f6058372fgettyimages-1289832337jpgw700opresize.jpg,https://www.fool.com/investing/2020/12/26/3-top-tech-stocks-to-buy-before-2020-is-over/,Positive,The Motley Fool,Here's why you might regret waiting to buy these stocks.,"['MSFT', 'TSM', 'GLUU']",3 Top Tech Stocks to Buy Before 2020 Is Over,[],Article
74,74,"Sat, 26 Dec 2020 06:20:00 -0500",https://cdn.snapi.dev/images/v1/l/k/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f6042602fgettyimages-1131299321jpgw700opresize.jpg,https://www.fool.com/investing/2020/12/26/3-stocks-im-never-selling/,Positive,The Motley Fool,"These are among the biggest holdings in my portfolio, and they've gained a lot of value over the years. Here's why I expect them to rise even further.","['MSFT', 'PYPL', 'COST']",3 Stocks I'm Never Selling,[],Article
75,75,"Fri, 25 Dec 2020 08:38:00 -0500",https://cdn.snapi.dev/images/v1/a/y/micr88---hfej59pst2.jpg,https://www.fool.com/investing/2020/12/25/3-catalysts-for-microsoft-stock-in-2021/,Positive,The Motley Fool,"Microsoft's gaming ecosystem, cloud services, and resilient productivity portfolio could all lift the stock to fresh highs next year.",['MSFT'],3 Catalysts for Microsoft Stock in 2021,[],Article
76,76,"Thu, 24 Dec 2020 12:03:23 -0500",https://cdn.snapi.dev/images/v1/w/l/data-internet28.jpg,https://www.zacks.com/stock/news/1206118/4-quantum-computing-stocks-that-could-be-hottest-bets-for-2021,Positive,Zacks Investment Research,"Investors can tap a pool of opportunities in the lucrative quantum computing market in 2021 by counting on Baidu (BIDU), Microsoft (MSFT), Tencent Holdings (TCEHY) and Alphabet (GOOGL).","['BIDU', 'MSFT', 'TCEHY', 'GOOG', 'GOOGL']",4 Quantum Computing Stocks That Could be Hottest Bets for 2021,[],Article
77,77,"Thu, 24 Dec 2020 11:00:00 -0500",https://cdn.snapi.dev/images/v1/h/8/stocks-to-trade-in-october.jpg,https://www.fool.com/investing/2020/12/24/these-3-tech-stocks-made-investors-billions-in-202/,Positive,The Motley Fool,Investors even made far more than $1 trillion with these three stocks combined.,"['AAPL', 'MSFT', 'ZM']",These 3 Tech Stocks Made Investors Billions in 2020,[],Article
78,78,"Thu, 24 Dec 2020 08:17:05 -0500",https://cdn.snapi.dev/images/v1/4/2/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5810262fgettyimages-1188206595jpgw700opresize.jpg,https://www.zacks.com/stock/news/1205261/videogame-industry-soaring-to-new-heights-3-winners,Positive,Zacks Investment Research,Microsoft Corporation (MSFT) and Nintendo (NTDOY) have seen a surge in their videogame sales this year and the trend is likely to continue in 2021 also given that most people are staying indoors on fears of the coronavirus.,"['GLUU', 'MSFT', 'NTDOY']",Videogame Industry Soaring to New Heights: 3 Winners,[],Article
79,79,"Thu, 24 Dec 2020 06:57:05 -0500",https://cdn.snapi.dev/images/v1/7/d/106628244-1595455702553-gettyimages-1227663362r.jpg,https://www.cnbc.com/2020/12/23/dow-stocks-in-2020-top-performers-have-more-room-to-run-in-2021.html,Positive,CNBC,A few Dow stocks made the naughty and nice list this year. Our traders pick out their favorites for 2021.,"['AAPL', 'CRM', 'MSFT']","The best-performing Dow stocks this year have more room to run in 2021, traders say",[],Article
80,80,"Thu, 24 Dec 2020 06:01:00 -0500",https://cdn.snapi.dev/images/v1/k/i/software47.jpg,https://www.reuters.com/article/us-global-cyber-solarwinds-stocks/whats-the-alternative-solarwinds-boosts-security-firms-bottom-lines-idUSKBN28Y123,Positive,Reuters,"Cybersecurity providers including FireEye Inc and Microsoft Corp could not prevent a huge network breach disclosed this month by numerous U.S. agencies and companies, yet their shares are soaring for a second straight week.","['FEYE', 'MSFT', 'PANW']",'What's the alternative?' SolarWinds boosts security firms' bottom lines,[],Article
81,81,"Wed, 23 Dec 2020 14:42:55 -0500",https://cdn.snapi.dev/images/v1/a/n/animal-crossingjpgquality90stripall.jpg,https://nypost.com/2020/12/23/video-game-revenues-in-2020-set-to-top-sports-movie-industries/,Positive,New York Post,"Move over, NBA and Wonder Woman, there's a new top dog in town. The video game industry is set to exceed the revenue brought in by sports and movies combined, fueled in part by the coronavirus pandemic making new gamers out of stuck-at-home citizens.","['MSFT', 'NTDOY', 'SNE']","Video game revenues in 2020 set to top sports, movie industries",[],Article
82,82,"Wed, 23 Dec 2020 13:38:41 -0500",https://cdn.snapi.dev/images/v1/a/1/microsoft-22jpgw600.jpg,https://investorplace.com/2020/12/why-microsoft-stock-has-a-limited-future-for-growth/,Neutral,InvestorPlace,"The cost of doing business is growing, making it more likely that Microsoft stock will soon become an income stock once again. The post Why Microsoft Has a Limited Future As a Growth Stock appeared first on InvestorPlace.",['MSFT'],Why Microsoft Has a Limited Future As a Growth Stock,[],Article
83,83,"Wed, 23 Dec 2020 12:10:29 -0500",https://cdn.snapi.dev/images/v1/m/q/microsoft-amazon-and-apple-likely-to-do-well-in-2021-says-investment-advisor.jpg,https://www.youtube.com/watch?v=J3jS5gnz_xg,Positive,CNBC International TV,"Microsoft, Amazon and Apple are likely to do well in 2021, says Chris Tinker, founding partner at Libra Investment Services.","['AAPL', 'AMZN', 'MSFT']","Microsoft, Amazon and Apple likely to do well in 2021, says investment advisor",[],Video
